unit_id,model,scenario,technology,patch_id,submit_account,prepared_script_name,reason
extreme/BCC-CSM2-MR/ssp245/solar/R03C05,BCC-CSM2-MR,ssp245,solar,R03C05,乌镇1872,extp_BCC-CSM2-MR_ssp245_R03C05_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R03C06,BCC-CSM2-MR,ssp245,solar,R03C06,乌镇1352,extp_BCC-CSM2-MR_ssp245_R03C06_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R03C07,BCC-CSM2-MR,ssp245,solar,R03C07,乌镇1500,extp_BCC-CSM2-MR_ssp245_R03C07_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R03C08,BCC-CSM2-MR,ssp245,solar,R03C08,乌镇1731,extp_BCC-CSM2-MR_ssp245_R03C08_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R03C09,BCC-CSM2-MR,ssp245,solar,R03C09,乌镇1352,extp_BCC-CSM2-MR_ssp245_R03C09_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R03C10,BCC-CSM2-MR,ssp245,solar,R03C10,乌镇1731,extp_BCC-CSM2-MR_ssp245_R03C10_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R03C11,BCC-CSM2-MR,ssp245,solar,R03C11,乌镇1500,extp_BCC-CSM2-MR_ssp245_R03C11_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R04C04,BCC-CSM2-MR,ssp245,solar,R04C04,乌镇1731,extp_BCC-CSM2-MR_ssp245_R04C04_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R04C05,BCC-CSM2-MR,ssp245,solar,R04C05,乌镇1500,extp_BCC-CSM2-MR_ssp245_R04C05_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R04C07,BCC-CSM2-MR,ssp245,solar,R04C07,乌镇1555,extp_BCC-CSM2-MR_ssp245_R04C07_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R04C08,BCC-CSM2-MR,ssp245,solar,R04C08,乌镇1500,extp_BCC-CSM2-MR_ssp245_R04C08_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R04C10,BCC-CSM2-MR,ssp245,solar,R04C10,乌镇1850,extp_BCC-CSM2-MR_ssp245_R04C10_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R04C11,BCC-CSM2-MR,ssp245,solar,R04C11,乌镇1850,extp_BCC-CSM2-MR_ssp245_R04C11_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R04C12,BCC-CSM2-MR,ssp245,solar,R04C12,乌镇1352,extp_BCC-CSM2-MR_ssp245_R04C12_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R05C04,BCC-CSM2-MR,ssp245,solar,R05C04,乌镇1872,extp_BCC-CSM2-MR_ssp245_R05C04_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R05C05,BCC-CSM2-MR,ssp245,solar,R05C05,乌镇1555,extp_BCC-CSM2-MR_ssp245_R05C05_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R05C07,BCC-CSM2-MR,ssp245,solar,R05C07,乌镇1850,extp_BCC-CSM2-MR_ssp245_R05C07_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R05C08,BCC-CSM2-MR,ssp245,solar,R05C08,乌镇1872,extp_BCC-CSM2-MR_ssp245_R05C08_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R05C10,BCC-CSM2-MR,ssp245,solar,R05C10,乌镇1850,extp_BCC-CSM2-MR_ssp245_R05C10_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R05C11,BCC-CSM2-MR,ssp245,solar,R05C11,乌镇1555,extp_BCC-CSM2-MR_ssp245_R05C11_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp245/solar/R05C12,BCC-CSM2-MR,ssp245,solar,R05C12,乌镇1352,extp_BCC-CSM2-MR_ssp245_R05C12_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C01,BCC-CSM2-MR,ssp585,wind,R01C01,乌镇1850,extp_BCC-CSM2-MR_ssp585_R01C01_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C02,BCC-CSM2-MR,ssp585,wind,R01C02,乌镇1352,extp_BCC-CSM2-MR_ssp585_R01C02_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C03,BCC-CSM2-MR,ssp585,wind,R01C03,乌镇1850,extp_BCC-CSM2-MR_ssp585_R01C03_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C04,BCC-CSM2-MR,ssp585,wind,R01C04,乌镇1555,extp_BCC-CSM2-MR_ssp585_R01C04_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C05,BCC-CSM2-MR,ssp585,wind,R01C05,乌镇1872,extp_BCC-CSM2-MR_ssp585_R01C05_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C06,BCC-CSM2-MR,ssp585,wind,R01C06,乌镇1731,extp_BCC-CSM2-MR_ssp585_R01C06_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C07,BCC-CSM2-MR,ssp585,wind,R01C07,乌镇1500,extp_BCC-CSM2-MR_ssp585_R01C07_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C08,BCC-CSM2-MR,ssp585,wind,R01C08,乌镇1731,extp_BCC-CSM2-MR_ssp585_R01C08_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C09,BCC-CSM2-MR,ssp585,wind,R01C09,乌镇1872,extp_BCC-CSM2-MR_ssp585_R01C09_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C10,BCC-CSM2-MR,ssp585,wind,R01C10,乌镇1872,extp_BCC-CSM2-MR_ssp585_R01C10_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C11,BCC-CSM2-MR,ssp585,wind,R01C11,乌镇1555,extp_BCC-CSM2-MR_ssp585_R01C11_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R01C12,BCC-CSM2-MR,ssp585,wind,R01C12,乌镇1352,extp_BCC-CSM2-MR_ssp585_R01C12_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C01,BCC-CSM2-MR,ssp585,wind,R02C01,乌镇1872,extp_BCC-CSM2-MR_ssp585_R02C01_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C02,BCC-CSM2-MR,ssp585,wind,R02C02,乌镇1500,extp_BCC-CSM2-MR_ssp585_R02C02_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C03,BCC-CSM2-MR,ssp585,wind,R02C03,乌镇1872,extp_BCC-CSM2-MR_ssp585_R02C03_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C04,BCC-CSM2-MR,ssp585,wind,R02C04,乌镇1850,extp_BCC-CSM2-MR_ssp585_R02C04_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C05,BCC-CSM2-MR,ssp585,wind,R02C05,乌镇1500,extp_BCC-CSM2-MR_ssp585_R02C05_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C06,BCC-CSM2-MR,ssp585,wind,R02C06,乌镇1731,extp_BCC-CSM2-MR_ssp585_R02C06_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C07,BCC-CSM2-MR,ssp585,wind,R02C07,乌镇1850,extp_BCC-CSM2-MR_ssp585_R02C07_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C08,BCC-CSM2-MR,ssp585,wind,R02C08,乌镇1555,extp_BCC-CSM2-MR_ssp585_R02C08_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C09,BCC-CSM2-MR,ssp585,wind,R02C09,乌镇1850,extp_BCC-CSM2-MR_ssp585_R02C09_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C10,BCC-CSM2-MR,ssp585,wind,R02C10,乌镇1352,extp_BCC-CSM2-MR_ssp585_R02C10_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C11,BCC-CSM2-MR,ssp585,wind,R02C11,乌镇1555,extp_BCC-CSM2-MR_ssp585_R02C11_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R02C12,BCC-CSM2-MR,ssp585,wind,R02C12,乌镇1352,extp_BCC-CSM2-MR_ssp585_R02C12_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C03,BCC-CSM2-MR,ssp585,wind,R03C03,乌镇1731,extp_BCC-CSM2-MR_ssp585_R03C03_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C04,BCC-CSM2-MR,ssp585,wind,R03C04,乌镇1555,extp_BCC-CSM2-MR_ssp585_R03C04_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C05,BCC-CSM2-MR,ssp585,wind,R03C05,乌镇1872,extp_BCC-CSM2-MR_ssp585_R03C05_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C06,BCC-CSM2-MR,ssp585,wind,R03C06,乌镇1352,extp_BCC-CSM2-MR_ssp585_R03C06_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C07,BCC-CSM2-MR,ssp585,wind,R03C07,乌镇1500,extp_BCC-CSM2-MR_ssp585_R03C07_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C08,BCC-CSM2-MR,ssp585,wind,R03C08,乌镇1731,extp_BCC-CSM2-MR_ssp585_R03C08_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C09,BCC-CSM2-MR,ssp585,wind,R03C09,乌镇1352,extp_BCC-CSM2-MR_ssp585_R03C09_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C10,BCC-CSM2-MR,ssp585,wind,R03C10,乌镇1731,extp_BCC-CSM2-MR_ssp585_R03C10_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R03C11,BCC-CSM2-MR,ssp585,wind,R03C11,乌镇1500,extp_BCC-CSM2-MR_ssp585_R03C11_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R04C04,BCC-CSM2-MR,ssp585,wind,R04C04,乌镇1731,extp_BCC-CSM2-MR_ssp585_R04C04_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R04C05,BCC-CSM2-MR,ssp585,wind,R04C05,乌镇1500,extp_BCC-CSM2-MR_ssp585_R04C05_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R04C07,BCC-CSM2-MR,ssp585,wind,R04C07,乌镇1555,extp_BCC-CSM2-MR_ssp585_R04C07_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R04C08,BCC-CSM2-MR,ssp585,wind,R04C08,乌镇1500,extp_BCC-CSM2-MR_ssp585_R04C08_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R04C10,BCC-CSM2-MR,ssp585,wind,R04C10,乌镇1850,extp_BCC-CSM2-MR_ssp585_R04C10_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R04C11,BCC-CSM2-MR,ssp585,wind,R04C11,乌镇1850,extp_BCC-CSM2-MR_ssp585_R04C11_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R04C12,BCC-CSM2-MR,ssp585,wind,R04C12,乌镇1352,extp_BCC-CSM2-MR_ssp585_R04C12_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R05C04,BCC-CSM2-MR,ssp585,wind,R05C04,乌镇1872,extp_BCC-CSM2-MR_ssp585_R05C04_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R05C05,BCC-CSM2-MR,ssp585,wind,R05C05,乌镇1555,extp_BCC-CSM2-MR_ssp585_R05C05_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R05C07,BCC-CSM2-MR,ssp585,wind,R05C07,乌镇1850,extp_BCC-CSM2-MR_ssp585_R05C07_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R05C08,BCC-CSM2-MR,ssp585,wind,R05C08,乌镇1872,extp_BCC-CSM2-MR_ssp585_R05C08_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R05C10,BCC-CSM2-MR,ssp585,wind,R05C10,乌镇1850,extp_BCC-CSM2-MR_ssp585_R05C10_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R05C11,BCC-CSM2-MR,ssp585,wind,R05C11,乌镇1555,extp_BCC-CSM2-MR_ssp585_R05C11_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/wind/R05C12,BCC-CSM2-MR,ssp585,wind,R05C12,乌镇1352,extp_BCC-CSM2-MR_ssp585_R05C12_wind.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C01,BCC-CSM2-MR,ssp585,solar,R01C01,乌镇1850,extp_BCC-CSM2-MR_ssp585_R01C01_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C02,BCC-CSM2-MR,ssp585,solar,R01C02,乌镇1352,extp_BCC-CSM2-MR_ssp585_R01C02_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C03,BCC-CSM2-MR,ssp585,solar,R01C03,乌镇1850,extp_BCC-CSM2-MR_ssp585_R01C03_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C04,BCC-CSM2-MR,ssp585,solar,R01C04,乌镇1555,extp_BCC-CSM2-MR_ssp585_R01C04_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C05,BCC-CSM2-MR,ssp585,solar,R01C05,乌镇1872,extp_BCC-CSM2-MR_ssp585_R01C05_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C06,BCC-CSM2-MR,ssp585,solar,R01C06,乌镇1731,extp_BCC-CSM2-MR_ssp585_R01C06_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C07,BCC-CSM2-MR,ssp585,solar,R01C07,乌镇1500,extp_BCC-CSM2-MR_ssp585_R01C07_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C08,BCC-CSM2-MR,ssp585,solar,R01C08,乌镇1731,extp_BCC-CSM2-MR_ssp585_R01C08_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C09,BCC-CSM2-MR,ssp585,solar,R01C09,乌镇1872,extp_BCC-CSM2-MR_ssp585_R01C09_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C10,BCC-CSM2-MR,ssp585,solar,R01C10,乌镇1872,extp_BCC-CSM2-MR_ssp585_R01C10_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C11,BCC-CSM2-MR,ssp585,solar,R01C11,乌镇1555,extp_BCC-CSM2-MR_ssp585_R01C11_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R01C12,BCC-CSM2-MR,ssp585,solar,R01C12,乌镇1352,extp_BCC-CSM2-MR_ssp585_R01C12_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C01,BCC-CSM2-MR,ssp585,solar,R02C01,乌镇1872,extp_BCC-CSM2-MR_ssp585_R02C01_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C02,BCC-CSM2-MR,ssp585,solar,R02C02,乌镇1500,extp_BCC-CSM2-MR_ssp585_R02C02_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C03,BCC-CSM2-MR,ssp585,solar,R02C03,乌镇1872,extp_BCC-CSM2-MR_ssp585_R02C03_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C04,BCC-CSM2-MR,ssp585,solar,R02C04,乌镇1850,extp_BCC-CSM2-MR_ssp585_R02C04_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C05,BCC-CSM2-MR,ssp585,solar,R02C05,乌镇1500,extp_BCC-CSM2-MR_ssp585_R02C05_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C06,BCC-CSM2-MR,ssp585,solar,R02C06,乌镇1731,extp_BCC-CSM2-MR_ssp585_R02C06_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C07,BCC-CSM2-MR,ssp585,solar,R02C07,乌镇1850,extp_BCC-CSM2-MR_ssp585_R02C07_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C08,BCC-CSM2-MR,ssp585,solar,R02C08,乌镇1555,extp_BCC-CSM2-MR_ssp585_R02C08_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C09,BCC-CSM2-MR,ssp585,solar,R02C09,乌镇1850,extp_BCC-CSM2-MR_ssp585_R02C09_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C10,BCC-CSM2-MR,ssp585,solar,R02C10,乌镇1352,extp_BCC-CSM2-MR_ssp585_R02C10_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C11,BCC-CSM2-MR,ssp585,solar,R02C11,乌镇1555,extp_BCC-CSM2-MR_ssp585_R02C11_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R02C12,BCC-CSM2-MR,ssp585,solar,R02C12,乌镇1352,extp_BCC-CSM2-MR_ssp585_R02C12_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C03,BCC-CSM2-MR,ssp585,solar,R03C03,乌镇1731,extp_BCC-CSM2-MR_ssp585_R03C03_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C04,BCC-CSM2-MR,ssp585,solar,R03C04,乌镇1555,extp_BCC-CSM2-MR_ssp585_R03C04_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C05,BCC-CSM2-MR,ssp585,solar,R03C05,乌镇1872,extp_BCC-CSM2-MR_ssp585_R03C05_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C06,BCC-CSM2-MR,ssp585,solar,R03C06,乌镇1352,extp_BCC-CSM2-MR_ssp585_R03C06_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C07,BCC-CSM2-MR,ssp585,solar,R03C07,乌镇1500,extp_BCC-CSM2-MR_ssp585_R03C07_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C08,BCC-CSM2-MR,ssp585,solar,R03C08,乌镇1731,extp_BCC-CSM2-MR_ssp585_R03C08_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C09,BCC-CSM2-MR,ssp585,solar,R03C09,乌镇1352,extp_BCC-CSM2-MR_ssp585_R03C09_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C10,BCC-CSM2-MR,ssp585,solar,R03C10,乌镇1731,extp_BCC-CSM2-MR_ssp585_R03C10_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R03C11,BCC-CSM2-MR,ssp585,solar,R03C11,乌镇1500,extp_BCC-CSM2-MR_ssp585_R03C11_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R04C04,BCC-CSM2-MR,ssp585,solar,R04C04,乌镇1731,extp_BCC-CSM2-MR_ssp585_R04C04_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R04C05,BCC-CSM2-MR,ssp585,solar,R04C05,乌镇1500,extp_BCC-CSM2-MR_ssp585_R04C05_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R04C07,BCC-CSM2-MR,ssp585,solar,R04C07,乌镇1555,extp_BCC-CSM2-MR_ssp585_R04C07_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R04C08,BCC-CSM2-MR,ssp585,solar,R04C08,乌镇1500,extp_BCC-CSM2-MR_ssp585_R04C08_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R04C10,BCC-CSM2-MR,ssp585,solar,R04C10,乌镇1850,extp_BCC-CSM2-MR_ssp585_R04C10_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R04C11,BCC-CSM2-MR,ssp585,solar,R04C11,乌镇1850,extp_BCC-CSM2-MR_ssp585_R04C11_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R04C12,BCC-CSM2-MR,ssp585,solar,R04C12,乌镇1352,extp_BCC-CSM2-MR_ssp585_R04C12_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R05C04,BCC-CSM2-MR,ssp585,solar,R05C04,乌镇1872,extp_BCC-CSM2-MR_ssp585_R05C04_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R05C05,BCC-CSM2-MR,ssp585,solar,R05C05,乌镇1555,extp_BCC-CSM2-MR_ssp585_R05C05_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R05C07,BCC-CSM2-MR,ssp585,solar,R05C07,乌镇1850,extp_BCC-CSM2-MR_ssp585_R05C07_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R05C08,BCC-CSM2-MR,ssp585,solar,R05C08,乌镇1872,extp_BCC-CSM2-MR_ssp585_R05C08_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R05C10,BCC-CSM2-MR,ssp585,solar,R05C10,乌镇1850,extp_BCC-CSM2-MR_ssp585_R05C10_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R05C11,BCC-CSM2-MR,ssp585,solar,R05C11,乌镇1555,extp_BCC-CSM2-MR_ssp585_R05C11_solar.sh,not_submitted
extreme/BCC-CSM2-MR/ssp585/solar/R05C12,BCC-CSM2-MR,ssp585,solar,R05C12,乌镇1352,extp_BCC-CSM2-MR_ssp585_R05C12_solar.sh,not_submitted
